corpus,chunk1,chunk2
voltatok,volta,tok
hitted,hit,ted
hitted,hitt,ed
kaja,ka,ja
mással,más,sal
érdemes,érdem,es
banda,ban,da
idén,id,én
karen,ka,ren
karen,kar,en
vészhelyzet,vész,helyzet
roger,rog,er
értékes,érték,es
sikert,si,kert
tanácsot,tanács,ot
említette,említ,ette
jogi,jo,gi
polgármester,polgár,mester
nagyapa,nagy,apa
jones,jon,es
központ,köz,pont
követtem,kö,vettem
harcos,harc,os
csapatot,csapat,ot
néznek,néz,nek
holtan,hol,tan
holtan,holt,an
héttel,hét,tel
érez,ér,ez
srácot,srác,ot
jackie,jack,ie
fiamat,fiam,at
miket,mi,ket
miket,mik,et
járnak,jár,nak
tesznek,tesz,nek
igyál,igy,ál
ülni,ül,ni
adtál,ad,tál
asszem,as,szem
halad,hal,ad
évesen,éve,sen
évesen,éves,en
napi,na,pi
választás,választ,ás
úgysem,úgy,sem
darabig,darab,ig
irányba,irány,ba
számunkra,számunk,ra
szíved,szív,ed
gépet,gép,et
csendes,csend,es
régebben,rég,ebben
régebben,régebb,en
fogadni,fog,adni
fogadni,fogad,ni
baby,ba,by
használta,használ,ta
állam,ál,lam
állam,áll,am
tartottam,tartott,am
ágyba,ágy,ba
stan,st,an
reméljük,rem,éljük
számítottam,számított,am
múltkor,múlt,kor
erőszak,erős,zak
vezetője,vezető,je
sehová,se,hová
érzésem,érzés,em
hotel,ho,tel
lőni,lő,ni
erőt,er,őt
sárga,sár,ga
csajok,csaj,ok
mindenféle,minden,féle
valószínű,való,színű
szeretet,szer,etet
szeretet,szeret,et
akkoriban,akkori,ban
titok,ti,tok
csendet,csend,et
hármas,hár,mas
lányokat,lányok,at
szólni,szól,ni
állami,áll,ami
állami,álla,mi
patrick,pa,trick
patrick,pat,rick
töltöttem,töltött,em
hívás,hív,ás
hívtak,hív,tak
magatokat,magatok,at
egyfajta,egy,fajta
éltem,élt,em
lopott,lop,ott
nathan,na,than
nathan,nat,han
barátnőd,barát,nőd
tévedtem,tévedt,em
erőszakos,erő,szakos
erőszakos,erőszak,os
nyugodjon,nyugodj,on
végezni,végez,ni
tilos,ti,los
sara,sa,ra
félig,fél,ig
lábad,lá,bad
lábad,láb,ad
vincent,vin,cent
nehezebb,neheze,bb
yeah,ye,ah
szóló,szó,ló
követett,kö,vetett
követett,köve,tett
ahonnan,ah,onnan
egyértelműen,egyértelmű,en
változtatni,változtat,ni
hárman,hár,man
kezdesz,kezd,esz
biztosra,biztos,ra
lánynak,lány,nak
áldozatot,áldozat,ot
ámen,ám,en
joga,jo,ga
többit,több,it
okozott,okoz,ott
bárhol,bár,hol
várt,vá,rt
alaposan,alap,osan
alaposan,alapos,an
ablakon,ablak,on
állatok,álla,tok
állatok,állat,ok
pénzed,pénz,ed
néhányan,né,hányan
néhányan,néhány,an
számos,szám,os
szabályokat,szabályok,at
egyike,egy,ike
boldogan,boldog,an
bumm,bu,mm
gyereke,gyere,ke
nagyot,nagy,ot
louis,lou,is
lőtt,lő,tt
várjanak,várja,nak
gondoltad,gondol,tad
gondoltad,gondolt,ad
közöm,köz,öm
howard,ho,ward
jelet,jel,et
suliban,suli,ban
hallok,hall,ok
szabályok,szabály,ok
kapunk,ka,punk
randi,ran,di
valamint,val,amint
valamint,vala,mint
álló,ál,ló
adnak,ad,nak
szóltam,szól,tam
szóltam,szólt,am
okés,ok,és
szándékosan,szándék,osan
szándékosan,szándékos,an
egyből,egy,ből
teheted,te,heted
teheted,tehet,ed
fegyvereket,fegyvere,ket
fegyvereket,fegyverek,et
kelljen,kell,jen
kelljen,kellj,en
vicceltem,viccelt,em
mondhatok,mondhat,ok
testet,test,et
szívás,szív,ás
aludtam,aludt,am
érezte,érez,te
bárban,bár,ban
közvetlenül,közvetlen,ül
gondold,gond,old
azaz,az,az
rájön,rá,jön
jobbat,job,bat
jobbat,jobb,at
tehetséges,tehetség,es
valamiben,val,amiben
valamiben,vala,miben
magánál,magán,ál
enyémet,enyém,et
tudományos,tudomány,os
írok,ír,ok
győzni,győz,ni
nélkülem,nélkül,em
mindkettő,mind,kettő
mondjon,mond,jon
mondjon,mondj,on
bíróságon,bíróság,on
anyámat,anyám,at
dehogyis,dehogy,is
útból,út,ból
barna,bar,na
mindenesetre,minden,esetre
helyette,hely,ette
helyette,helyet,te
szálljon,száll,jon
szálljon,szállj,on
fogalma,fog,alma
parkban,park,ban
kapnak,kap,nak
gyilkossági,gyilkossá,gi
hónapig,hó,napig
hónapig,hónap,ig
gazember,gaz,ember
robin,ro,bin
robin,rob,in
hallja,hall,ja
ilyeneket,ilyenek,et
meló,me,ló
gondot,gon,dot
gondot,gond,ot
ötleted,ötlet,ed
rátok,rá,tok
hallgasson,hallgass,on
angela,ange,la
államok,állam,ok
valahová,val,ahová
valahová,vala,hová
tisztességes,tisztesség,es
énekelni,énekel,ni
önöknek,önök,nek
lépj,lé,pj
érni,ér,ni
valóság,valós,ág
északi,ész,aki
áruló,áru,ló
amanda,aman,da
napom,nap,om
pénzért,pénz,ért
nyertem,nyert,em
hangot,han,got
hangot,hang,ot
yorkban,york,ban
köszönhetően,köszönhető,en
nate,na,te
valamivel,val,amivel
valamivel,vala,mivel
valamivel,valami,vel
férjed,fér,jed
férjed,férj,ed
engedjen,enged,jen
engedjen,engedj,en
akiről,aki,ről
dobja,dob,ja
műsor,mű,sor
végeztél,végez,tél
testvére,test,vére
orvosok,orvos,ok
törődj,törő,dj
hagyhatom,hagyhat,om
pillanatot,pillanat,ot
wilson,wil,son
csapda,csap,da
érteni,érte,ni
madár,mad,ár
ross,ro,ss
menet,me,net
menet,men,et
híreket,híre,ket
híreket,hírek,et
helen,hel,en
andrew,an,drew
ajánlom,ajánl,om
helyszínen,hely,színen
helyszínen,helyszín,en
másnap,más,nap
parker,park,er
suliba,su,liba
suliba,suli,ba
bármire,bár,mire
bármire,bármi,re
sima,si,ma
marcus,marc,us
naponta,napon,ta
gyermekem,gyermek,em
ugyanakkor,ugyan,akkor
holnapra,hol,napra
holnapra,holnap,ra
mindenről,minden,ről
álltam,áll,tam
álltam,állt,am
kéri,ké,ri
justin,just,in
máshogy,más,hogy
kést,ké,st
katie,kat,ie
ismerik,is,merik
jelentsen,jelent,sen
jelentsen,jelents,en
szünetet,szünet,et
segged,segg,ed
tervem,terv,em
vettél,vet,tél
vettél,vett,él
mondtak,mond,tak
victor,vic,tor
kérdésre,kérdés,re
charlotte,char,lotte
francot,franc,ot
rajtuk,rajt,uk
gondoltuk,gondolt,uk
tudtok,tud,tok
boldogok,boldog,ok
gyerekeknek,gyerekek,nek
ajánlatot,ajánlat,ot
ülök,ül,ök
melyet,mely,et
dolláros,dollár,os
senkivel,senki,vel
nyáron,nyár,on
adtak,ad,tak
célja,cél,ja
készítette,készít,ette
szemétláda,szemét,láda
munkád,mun,kád
művel,mű,vel
játszott,játsz,ott
futni,fut,ni
maradjatok,mar,adjatok
szőke,sző,ke
suli,su,li
maradjanak,mar,adjanak
fiatalember,fiatal,ember
lucas,lu,cas
lucas,luc,as
jeremy,je,remy
emeleten,emelet,en
jess,je,ss
nyomozás,nyomoz,ás
rendszert,rend,szert
cooper,coop,er
önre,ön,re
egyetemen,egyetem,en
akarna,akar,na
földi,föl,di
majom,maj,om
percen,perc,en
várjuk,várj,uk
adjuk,adj,uk
ethan,et,han
szerezted,szerez,ted
mutatja,mutat,ja
vonat,von,at
közeli,köze,li
ügyész,ügy,ész
segítettem,segít,ettem
segítettem,segített,em
magadat,mag,adat
magadat,magad,at
fegyveres,fegyver,es
kapcsolatos,kapcsolat,os
szinten,szint,en
szóltál,szól,tál
szóltál,szólt,ál
ugyanis,ugyan,is
keveset,kev,eset
társaság,társas,ág
házasok,háza,sok
házasok,házas,ok
ittam,it,tam
ittam,itt,am
napok,nap,ok
társam,tár,sam
társam,társ,am
kuss,ku,ss
cuccot,cucc,ot
toby,to,by
véres,vér,es
gyerekem,gyerek,em
hannah,han,nah
sétálni,sétál,ni
országot,ország,ot
bátyja,báty,ja
jelentett,jelen,tett
egyetem,egyet,em
műtét,mű,tét
terved,terv,ed
játszom,játsz,om
szavakat,szava,kat
szavakat,szavak,at
ügyvédet,ügyvéd,et
mami,ma,mi
csináltak,csinál,tak
csináltak,csinált,ak
szeretnek,szeret,nek
akire,aki,re
valóra,va,lóra
valóra,val,óra
valóra,való,ra
frankie,frank,ie
kívánom,kíván,om
maradnak,mar,adnak
maradnak,marad,nak
hangosan,hang,osan
hangosan,hangos,an
pontot,pont,ot
valakire,val,akire
valakire,valaki,re
náluk,nál,uk
pilóta,pil,óta
tervet,terv,et
próbálta,próbál,ta
maradjunk,mar,adjunk
helyén,hely,én
jamie,jam,ie
újat,új,at
tűnjön,tűnj,ön
égnek,ég,nek
gondolat,gondol,at
egymásra,egy,másra
egymásra,egymás,ra
jelentés,jelent,és
apádat,apád,at
munkámat,munkám,at
készülj,kész,ülj
tárgyalás,tárgyal,ás
menne,men,ne
edward,ed,ward
heti,he,ti
kérj,ké,rj
kerültem,került,em
semmiféle,sem,miféle
semmiféle,semmi,féle
játékos,játék,os
épületet,épül,etet
épületet,épület,et
néven,név,en
háborúban,háború,ban
repülni,repül,ni
wayne,way,ne
mostmár,most,már
címet,cím,et
kapjuk,kapj,uk
félelmetes,félelmet,es
érdekelne,érdekel,ne
látnak,lát,nak
idővel,idő,vel
figyelni,figyel,ni
tenné,ten,né
egyetemre,egyetem,re
hajad,haj,ad
parton,par,ton
parton,part,on
hozzon,hozz,on
évre,év,re
tucat,tu,cat
álmodtam,álmod,tam
jónak,jó,nak
pokolban,pokol,ban
akárhogy,akár,hogy
jegyet,jegy,et
akármi,akár,mi
lányomat,lányom,at
húst,hú,st
nemes,nem,es
embereim,embere,im
szólna,szól,na
szülők,szül,ők
nocsak,no,csak
bírja,bír,ja
linda,lin,da
szerezte,szerez,te
lépjen,lép,jen
lépjen,lépj,en
nyomot,nyom,ot
öntől,ön,től
jóval,jó,val
fogadja,fog,adja
fogadja,fogad,ja
pálya,pál,ya
ameddig,am,eddig
fényes,fény,es
ital,it,al
maradtam,mar,adtam
maradtam,marad,tam
maradtam,maradt,am
utánad,után,ad
anyagot,anya,got
anyagot,anyag,ot
pénteken,péntek,en
forduljon,fordul,jon
forduljon,fordulj,on
robbanás,robban,ás
hányan,hány,an
észrevettem,észre,vettem
észrevettem,észrevett,em
nyilvános,nyilván,os
tévedés,téved,és
dologra,dolog,ra
évekig,évek,ig
valamiért,val,amiért
valamiért,vala,miért
valamiért,valami,ért
vigyázok,vigyáz,ok
hoztad,hoz,tad
hétre,hét,re
zsarukat,zsaru,kat
zsarukat,zsaruk,at
véleményem,vélemény,em
művész,mű,vész
számlát,szám,lát
férfival,férfi,val
területet,terület,et
írva,ír,va
szabadna,szab,adna
szabadna,szabad,na
marha,mar,ha
városból,város,ból
haja,ha,ja
történne,történ,ne
folytatni,folytat,ni
nőtt,nő,tt
hírem,hír,em
szállt,szál,lt
tesztet,teszt,et
magukkal,maguk,kal
akikkel,akik,kel
nézve,néz,ve
teheti,te,heti
láttak,lát,tak
okot,ok,ot
anyádat,anyád,at
papírokat,papírok,at
darabokra,darab,okra
darabokra,darabok,ra
imádni,imád,ni
carlos,car,los
carlos,carl,os
magunkra,magunk,ra
szombaton,szombat,on
lois,lo,is
házból,ház,ból
áron,ár,on
hali,ha,li
lába,lá,ba
gondoljuk,gondolj,uk
mozduljon,mozdul,jon
mozduljon,mozdulj,on
vállalat,vállal,at
gyilkosságot,gyilkossá,got
gyilkosságot,gyilkosság,ot
esni,es,ni
carrie,carr,ie
ivott,iv,ott
dolgokra,dolgok,ra
nina,ni,na
születtem,szül,ettem
klubban,klub,ban
rendőrségnek,rendőrség,nek
uramisten,uram,isten
sorban,sor,ban
mindenképpen,minden,képpen
mindenképpen,mindenképp,en
segítsenek,segítse,nek
johnson,john,son
johnson,johns,on
esélyem,esély,em
foglaljon,foglal,jon
foglaljon,foglalj,on
kérdezte,kérdez,te
forog,fo,rog
sírni,sír,ni
hihetetlenül,hihetetlen,ül
fiatalok,fiatal,ok
emberem,ember,em
méghozzá,még,hozzá
félnek,fél,nek
barátomat,barátom,at
színész,szín,ész
nemi,ne,mi
kérdezem,kérdez,em
világnak,világ,nak
mégegyszer,még,egyszer
mégegyszer,mégegy,szer
halok,hal,ok
áruld,ár,uld
házam,ház,am
rájönni,rá,jönni
rájönni,rájön,ni
többen,több,en
nagyszerűen,nagyszerű,en
engedem,enged,em
drogot,drog,ot
másokat,má,sokat
másokat,mások,at
sikerülni,si,kerülni
sikerülni,siker,ülni
sikerülni,sikerül,ni
holttestet,holt,testet
holttestet,holttest,et
vádat,vád,at
miller,mill,er
sütit,süt,it
illetően,illető,en
használjuk,használj,uk
főnököm,főnök,öm
jelentős,jelent,ős
kezdte,kezd,te
show,sh,ow
igazságos,igazság,os
magyarázat,magyaráz,at
anne,an,ne
rúgva,rúg,va
áldozatok,áldozat,ok
fickóval,fickó,val
köszönni,köszön,ni
fogni,fog,ni
választott,választ,ott
fickónak,fickó,nak
fickónak,fickón,ak
érdekelt,érdeke,lt
koromban,korom,ban
amihez,ami,hez
másfél,más,fél
műsort,mű,sort
kérdezed,kérdez,ed
kapcsolja,kapcsol,ja
érnek,ér,nek
esetre,eset,re
tisztelettel,tisztelet,tel
kora,ko,ra
adhatok,adhat,ok
gyerekekkel,gyerekek,kel
történjen,történ,jen
okozni,okoz,ni
magunknak,magunk,nak
kívánok,kíván,ok
fogadd,fog,add
papír,pap,ír
találnak,talál,nak
szerepet,szerep,et
háborús,há,borús
esélyed,esély,ed
steven,st,even
csillagok,csillag,ok
virágot,virág,ot
testem,test,em
használtam,használ,tam
használtam,használt,am
bájos,báj,os
marie,mar,ie
szülinapot,szülinap,ot
díjat,díj,at
fejjel,fej,jel
walker,walk,er
fizetnek,fizet,nek
területen,terület,en
népszerű,nép,szerű
marshall,mars,hall
marshall,marsh,all
marshall,marsha,ll
urat,ur,at
bűnösnek,bűnös,nek
örültem,örült,em
hátam,há,tam
hátam,hát,am
kocsija,kocsi,ja
kockázatot,kockázat,ot
végez,vég,ez
kocsival,kocsi,val
követte,kö,vette
követte,követ,te
többieket,többiek,et
egyedülálló,egyedül,álló
úriember,úri,ember
készítettem,készít,ettem
készítettem,készített,em
jövőre,jövő,re
tudtak,tud,tak
kezdet,kezd,et
meséltem,mesélt,em
gyűlölöm,gyűlöl,öm
sráccal,srác,cal
válaszolni,válaszol,ni
apámnak,apám,nak
sírj,sí,rj
fest,fe,st
otthonról,otthon,ról
akartuk,akart,uk
neil,ne,il
kérdezhetek,kérdez,hetek
akármit,akár,mit
szigeten,sziget,en
figyu,fi,gyu
szállni,száll,ni
szemetet,szem,etet
szemetet,szemet,et
olyasmit,olyas,mit
istenverte,isten,verte
vesznek,vesz,nek
részleteket,részletek,et
evett,eve,tt
illetve,illet,ve
álltok,áll,tok
álltok,állt,ok
vásárolni,vásárol,ni
pénzre,pénz,re
meccset,meccs,et
gondolnak,gondol,nak
falat,fal,at
kérnem,kér,nem
imádja,imád,ja
társa,tár,sa
hülyeséget,hülyeség,et
kérdéseket,kérdése,ket
kérdéseket,kérdések,et
szigorúan,szigorú,an
mindenkivel,mindenki,vel
templomba,templom,ba
londonban,london,ban
maradhat,mar,adhat
maradhat,marad,hat
mérföldre,mér,földre
mérföldre,mérföld,re
találtad,talál,tad
találtad,talált,ad
szaros,szar,os
állás,áll,ás
választásunk,választ,ásunk
alku,al,ku
hozzuk,hozz,uk
ültem,ült,em
mosdóba,mosdó,ba
west,we,st
részem,ré,szem
részem,rész,em
templomban,templom,ban
maradjak,mar,adjak
maradjak,maradj,ak
owen,ow,en
szóra,szó,ra
kaptak,kap,tak
húzni,húz,ni
haltak,hal,tak
haltak,halt,ak
kötni,köt,ni
robot,ro,bot
robot,rob,ot
álljanak,állja,nak
magyarázni,magyaráz,ni
életünket,életünk,et
éles,él,es
hagytál,hagy,tál
holnapi,hol,napi
szebb,sze,bb
hajam,ha,jam
hajam,haj,am
italra,ital,ra
amelyet,amely,et
férfinak,férfi,nak
egyenes,egyen,es
céget,cég,et
amerikaiak,amerikai,ak
sérülés,sérül,és
amilyennek,am,ilyennek
amilyennek,amilyen,nek
fedélzeten,fedélzet,en
paige,pa,ige
halat,hal,at
próbálni,próbál,ni
érzelmi,érzel,mi
örülni,örül,ni
csináljon,csinál,jon
csináljon,csinálj,on
stephen,steph,en
nyomja,nyom,ja
segítettél,segít,ettél
segítettél,segített,él
hűséges,hűség,es
küldje,küld,je
adatokat,adatok,at
vágni,vág,ni
játszottam,játszott,am
törni,tör,ni
csajt,csa,jt
viselni,visel,ni
érdekelnek,érdekel,nek
gombot,gomb,ot
évekkel,évek,kel
alicia,ali,cia
apáddal,apád,dal
képviselő,kép,viselő
bárkinek,bárki,nek
testvéred,test,véred
testvéred,testvér,ed
erővel,erő,vel
ablakot,ablak,ot
munkába,mun,kába
travis,trav,is
határt,ha,tárt
határt,hat,árt
azokra,az,okra
azokra,azok,ra
értette,ér,tette
értette,ért,ette
párat,pá,rat
párat,pár,at
aaron,aa,ron
vizsgálatot,vizsgálat,ot
mutassam,mutass,am
semmivel,sem,mivel
semmivel,semmi,vel
oscar,os,car
mindannyiunknak,mindannyiunk,nak
útban,út,ban
adtad,ad,tad
intézni,intéz,ni
hozhatok,hozhat,ok
árulja,árul,ja
többre,több,re
csapatban,csapat,ban
boltban,bolt,ban
ügyön,ügy,ön
jonathan,jo,nathan
shane,sha,ne
biztosak,biztos,ak
ügyvédje,ügy,védje
ügyvédje,ügyvéd,je
apádnak,apád,nak
ronda,ron,da
vita,vi,ta
csekket,csekk,et
választottam,választott,am
kedvencem,kedvenc,em
csaló,csa,ló
magáért,magáé,rt
órakor,óra,kor
dologról,dolog,ról
kapom,kap,om
életedet,életed,et
jutottam,jutott,am
tagjai,tag,jai
néznem,néz,nem
apámmal,apám,mal
gyereknek,gyerek,nek
jártak,jár,tak
jártak,járt,ak
tettes,tett,es
ajánlat,ajánl,at
picsa,pi,csa
lauren,lau,ren
madame,ma,dame
madame,mad,ame
dolgokról,dolgok,ról
dolcsi,dol,csi
figyelmen,figyel,men
jesszusom,jesszus,om
világra,világ,ra
kerüljön,kerül,jön
kerüljön,kerülj,ön
egyiket,egyik,et
rémálom,rém,álom
öngyilkosság,ön,gyilkosság
papírt,pap,írt
vitt,vi,tt
hónapok,hó,napok
hónapok,hónap,ok
köszönet,köszön,et
párt,pá,rt
aludtál,aludt,ál
helyettem,hely,ettem
helyettem,helyett,em
minthogy,mint,hogy
hoztak,hoz,tak
hallgatom,hallgat,om
rejtélyes,rejtély,es
dologban,dolog,ban
holttest,holt,test
semmiért,sem,miért
semmiért,semmi,ért
jóvá,jó,vá
utálja,utál,ja
helyettes,helyett,es
vall,va,ll
boldognak,boldog,nak
édesanyja,édes,anyja
reggelit,reggel,it
határ,ha,tár
határ,hat,ár
okból,ok,ból
mondania,monda,nia
tejet,te,jet
tejet,tej,et
rádió,rá,dió
dolgát,dol,gát
hagyjál,hagyj,ál
liam,li,am
rózsaszín,rózsa,szín
kocsiból,kocsi,ból
rémes,rém,es
válaszoljon,válaszol,jon
válaszoljon,válaszolj,on
emberre,ember,re
rendőrségre,rendőrség,re
taxi,ta,xi
négyes,négy,es
partra,part,ra
egyenlő,egyen,lő
fájni,fáj,ni
perced,perc,ed
párizsban,párizs,ban
randira,rand,ira
randira,randi,ra
max.,ma,x.
falu,fa,lu
ebédelni,ebédel,ni
édesanyád,édes,anyád
veszett,ve,szett
adjak,adj,ak
engedhetem,enged,hetem
engedhetem,engedhet,em
tudhatja,tudhat,ja
rendet,rend,et
valamiről,val,amiről
valamiről,vala,miről
valamiről,valami,ről
őrök,őr,ök
bírónő,bíró,nő
your,yo,ur
követi,kö,veti
követi,köve,ti
jelentette,jelen,tette
jelentette,jelent,ette
maradhatok,mar,adhatok
maradhatok,maradhat,ok
blake,bla,ke
kaphatok,kaphat,ok
harcot,harc,ot
állítsa,állít,sa
időnként,időn,ként
ezekre,ezek,re
amiből,ami,ből
okom,ok,om
pihenni,pihen,ni
aranyat,arany,at
kerülnek,kerül,nek
abbahagyni,abba,hagyni
nesze,ne,sze
számított,számít,ott
nagymama,nagy,mama
állati,álla,ti
főzni,főz,ni
joan,jo,an
tina,ti,na
viszontlátásra,viszont,látásra
mindannyiunkat,mindannyiunk,at
börtönből,börtön,ből
irodámba,irodám,ba
mindennap,minden,nap
verni,ver,ni
kértél,kér,tél
kértél,kért,él
családban,család,ban
bizonyítja,bizonyít,ja
ruhákat,ruhák,at
falon,fa,lon
falon,fal,on
mutatott,mutat,ott
szendvicset,szendvics,et
figyeltem,figyelt,em
közülünk,köz,ülünk
eszköz,esz,köz
tutira,tuti,ra
vonal,von,al
úrnak,úr,nak
képen,ké,pen
képen,kép,en
darabot,da,rabot
darabot,darab,ot
húga,hú,ga
kerültél,kerül,tél
kerültél,került,él
motor,mo,tor
álljatok,állja,tok
válaszokat,válaszok,at
jenna,jen,na
tekintve,tekint,ve
egyesek,egy,esek
hangos,hang,os
barbara,barb,ara
barbara,barba,ra
méreg,mér,eg
állomás,állom,ás
értetted,ér,tetted
értetted,ért,etted
értetted,értett,ed
engedjenek,engedje,nek
családomat,családom,at
jogom,jog,om
váratlan,várat,lan
vadász,vad,ász
meztelenül,meztelen,ül
addigra,addig,ra
love,lo,ve
micsodát,mi,csodát
engedte,enged,te
egymástól,egy,mástól
egymástól,egymás,tól
mégse,még,se
készülsz,kész,ülsz
tartson,tart,son
tartson,tarts,on
hallottuk,hallott,uk
joon,jo,on
london,lon,don
adjam,ad,jam
adjam,adj,am
halljam,hall,jam
kaput,ka,put
ismerni,ismer,ni
evan,ev,an
mindkettőt,mind,kettőt
segítségedre,segítsége,dre
segítségedre,segítséged,re
ölted,öl,ted
ölted,ölt,ed
önért,ön,ért
önért,öné,rt
agyam,agy,am
gyerekkel,gyerek,kel
vetni,vet,ni
gyerekeim,gyereke,im
büntetés,büntet,és
küldök,küld,ök
gondja,gond,ja
kereste,keres,te
mindenem,minden,em
tiszteletet,tisztel,etet
tiszteletet,tisztelet,et
bármely,bár,mely
mindkettőnknek,mind,kettőnknek
mindkettőnknek,mindkettőnk,nek
számítógép,számító,gép
kevesebbet,kevesebb,et
ugyanazon,ugyan,azon
ugyanazon,ugyanaz,on
mindenért,minden,ért
áram,ár,am
házamban,házam,ban
labor,la,bor
mindenen,minden,en
használom,használ,om
francis,franc,is
évente,éven,te
várhat,vár,hat
szeretnének,szeretné,nek
egésznek,egész,nek
yorkba,york,ba
programot,program,ot
pénzről,pénz,ről
kedveli,kedve,li
sajnálatos,sajnálat,os
történnek,történ,nek
ütés,üt,és
zavarja,zavar,ja
hajóra,ha,jóra
hajóra,haj,óra
hajóra,hajó,ra
hoppá,hop,pá
szarházi,szar,házi
walt,wa,lt
partit,part,it
zavarni,zavar,ni
tested,test,ed
modell,mo,dell
modell,mode,ll
tanított,tanít,ott
egyszerűbb,egyszerű,bb
nézed,né,zed
nézed,néz,ed
jean,je,an
semmiből,sem,miből
semmiből,semmi,ből
fiúkat,fiú,kat
fiúkat,fiúk,at
véleményed,vélemény,ed
jóban,jó,ban
időpontot,idő,pontot
időpontot,időpont,ot
vágod,vá,god
virág,vir,ág
álltak,áll,tak
álltak,állt,ak
okkal,ok,kal
julian,ju,lian
helyem,hely,em
említettem,említ,ettem
említettem,említett,em
iránti,irán,ti
késtem,kést,em
engedni,enged,ni
irányítja,irányít,ja
cikket,cikk,et
szeretettel,szeretet,tel
használnak,használ,nak
lógni,lóg,ni
módszer,mód,szer
helyről,hely,ről
találkozásnak,találkozás,nak
sírt,sí,rt
mérföld,mér,föld
játszanak,játsza,nak
észak,és,zak
észak,ész,ak
dobni,dob,ni
láthatja,láthat,ja
késni,kés,ni
sebész,seb,ész
hitt,hi,tt
döntéseket,döntése,ket
döntéseket,döntések,et
rávenni,rá,venni
bírok,bír,ok
életüket,életük,et
semmibe,sem,mibe
vezette,vezet,te
arcot,arc,ot
diane,dia,ne
ugyanez,ugyan,ez
élvezni,élvez,ni
ettél,et,tél
egyedi,egye,di
fogtam,fog,tam
gondom,gon,dom
gondom,gond,om
sorba,sor,ba
könnyedén,könnyed,én
hagyjatok,hagyja,tok
warren,war,ren
önként,ön,ként
dana,da,na
valaminek,val,aminek
valaminek,vala,minek
valaminek,valami,nek
másról,más,ról
kockázatos,kockázat,os
melyiket,melyik,et
lakásban,lakás,ban
kártya,kárt,ya
számok,szám,ok
csata,csa,ta
estén,est,én
mérget,mér,get
szavamat,szavam,at
egykor,egy,kor
jöttök,jött,ök
végülis,végül,is
nyitni,nyit,ni
csináltuk,csinált,uk
bolt,bo,lt
szedni,szed,ni
ütni,üt,ni
utálok,utál,ok
hívtad,hív,tad
műve,mű,ve
vágyom,vágy,om
barátot,barát,ot
esetén,eset,én
hetente,heten,te
neten,ne,ten
neten,net,en
mindenit,minden,it
tiszteletes,tisztelet,es
anyámnak,anyám,nak
magamban,magam,ban
kaptad,kap,tad
érezted,érez,ted
heather,heat,her
heather,heath,er
sammy,sam,my
hisznek,hisz,nek
moziba,mozi,ba
információkat,információ,kat
információkat,információk,at
vesztettem,vesz,tettem
vesztettem,vesztett,em
ártana,árt,ana
tennél,ten,nél
magukra,maguk,ra
térdre,tér,dre
térdre,térd,re
